subgraph_id,ipfs_hash,signal_amount,active_indexers,indexer_sync_percentages,indexer_count,query_volume_30d,query_volume_days,indexers_responding,indexers_synced,indexers_healthy,sync_percentage
AAHFozW6KF553DsmqZkY7SRNLngP3vgrTMig2oxmfmfh,QmX7qAiM3Cq5jfuNPujr3ycCnduYBsVgPAqfoikZpGmBhs,3048159637655392721591,"0xedca8740873152ff30a2696add66d1ab41882beb, 0x9082f497bdc512d08ffde50d6fce28e72c2addcf, 0xe13840a2e92e0cb17a246609b432d0fa2e418774, 0x6f3ce93a09f30f18d728d2364268b5fe9444b89e, 0x920fdeb00ee04dd72f62d8a8f80f13c82ef76c1e, 0x4e5c87772c29381bcabc58c3f182b6633b5a274a, 0x7bb834017672b1135466661d8dd69c5dd0b3bf51, 0xdec965f0604125be05cd8a136c85d02ef344d61a, 0x3f74870f80ff7449fe4c6ff257da5fa72734c970, 0xdeb712db301285ed483ef9e02dd08a1980f273f1, 0xf92f430dd8567b0d466358c79594ab58d919a6d4","100%, 100%, 100%, 99%, 99%, 99%, N/A, 100%, N/A, N/A, N/A",11,3397782,30,7,7,7,100.0%
AUpZ47RTWDBpco7YTTffGyRkBJ2i26Ms8dQSkUdxPHGc,Qma7dRgmwaGyXPYPG8PAB7PhXt3X48TSQAmvmhciz3PDEW,7488155642029832797355,"0x326c584e0f0eab1f1f83c93cc6ae1acc0feba0bc, 0xdec965f0604125be05cd8a136c85d02ef344d61a, 0x6f3ce93a09f30f18d728d2364268b5fe9444b89e, 0xfc842f81490dcb37e82d416b2d28327dfb24ba9a, 0x3f74870f80ff7449fe4c6ff257da5fa72734c970, 0xedca8740873152ff30a2696add66d1ab41882beb, 0xaa988dcb035518bc0e20082a3148a5d3dfd1776d, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0xdeb712db301285ed483ef9e02dd08a1980f273f1","100%, 100%, 100%, N/A, N/A, N/A, N/A, N/A, N/A",9,3032668,30,3,3,3,100.0%
BEj2952gcYgkR5oZ6TJsZtJ8SpBismBdvYJxng3G8SfA,QmeTEHchTU78r4zyx4piXSzcsEzvSSAH7Zruq1stgu1ZJ7,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,99%,1,4,30,1,1,1,99.0%
BbDEjMEp1gnWZpojp5B52HMG9ktaz4NbZzDq5sQ47VYQ,QmRSXZ8VUqVZhjxi3zcmwtMV7izcLUT1DgnzAra96Wt1yu,0,None,None,0,0,0,0,0,0,0%
BbDEjMEp1gnWZpojp5B52HMG9ktaz4NbZzDq5sQ47VYQ,QmNNhLFsySMP2NVy234U1PFL7XyFCkKhd5yTwWjHyjWZFX,2443941526227799383308,"0x3f74870f80ff7449fe4c6ff257da5fa72734c970, 0xdeb712db301285ed483ef9e02dd08a1980f273f1, 0x6f3ce93a09f30f18d728d2364268b5fe9444b89e, 0x326c584e0f0eab1f1f83c93cc6ae1acc0feba0bc, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0x920fdeb00ee04dd72f62d8a8f80f13c82ef76c1e, 0xdec965f0604125be05cd8a136c85d02ef344d61a, 0x1b7e0068ca1d7929c8c56408d766e1510e54d98d, 0xe13840a2e92e0cb17a246609b432d0fa2e418774, 0xedca8740873152ff30a2696add66d1ab41882beb, 0xaa988dcb035518bc0e20082a3148a5d3dfd1776d, 0x7bb834017672b1135466661d8dd69c5dd0b3bf51","100%, 100%, 99%, N/A, 99%, N/A, N/A, N/A, N/A, N/A, 99%, 99%",12,3588494,30,6,6,6,100.0%
BsBDqDf6rJJyxKACZrCHAa8Gaf384cmL2hxfLaDuB8XM,QmWE8UZFMRbab8kFoquyvaCC5FnMpvX2mWPx1PoTVwoanU,5209629176223271591567,"0x4e5c87772c29381bcabc58c3f182b6633b5a274a, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0x35917c0eb91d2e21bef40940d028940484230c06","100%, 99%, 99%",3,175814,30,3,3,3,100.0%
BsZnuQqE5CEmbfkD1HdcDoB9k7sR7jEZ63qM3CF3TDew,Qme8JM4E2Wjxtwk2AEQ88zAkYuehWkvfMmxWKfk9MNNCnL,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,58%,1,0,0,1,1,0,58.0%
BsZnuQqE5CEmbfkD1HdcDoB9k7sR7jEZ63qM3CF3TDew,QmPG8qYnhQHuk4Y6UuyzDkBfM9Bd37AYepvVDbxfL7fdBt,4145689736951888978149,"0xedca8740873152ff30a2696add66d1ab41882beb, 0xdeb712db301285ed483ef9e02dd08a1980f273f1, 0x6f3ce93a09f30f18d728d2364268b5fe9444b89e, 0x3f74870f80ff7449fe4c6ff257da5fa72734c970, 0x7bb834017672b1135466661d8dd69c5dd0b3bf51, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0x326c584e0f0eab1f1f83c93cc6ae1acc0feba0bc, 0xe13840a2e92e0cb17a246609b432d0fa2e418774, 0xdec965f0604125be05cd8a136c85d02ef344d61a, 0x920fdeb00ee04dd72f62d8a8f80f13c82ef76c1e, 0xaa988dcb035518bc0e20082a3148a5d3dfd1776d","100%, 100%, 94%, 100%, N/A, N/A, N/A, N/A, N/A, 100%, N/A",11,3210058,30,5,5,4,100.0%
C4cSs45WiwmUqyN7WCR6rFRitEhPEXSKt3uabL2tWinu,QmaHz1LewqNy1N25x7xWXJLWszdi4hHjVpPCCXhb5MgwwV,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,96%,1,61,30,1,1,1,96.0%
CStW6CSQbHoXsgKuVCrk3uShGA4JX3CAzzv2x9zaGf8w,QmYnp1arinzb7dRn5o36uHa6NqHFWY56ynkfv9pUzyfX7y,2485566618100609915445,"0x9082f497bdc512d08ffde50d6fce28e72c2addcf, 0x8bbe94c2894f76406568dfb44e905dac4b7df699","99%, 100%",2,26854,30,2,2,2,100.0%
CjNKWQWqaVc6m1WL3CYSC4npmvG5kWBLmzFwdqCMBDoN,QmZM7qcyrBwBAKATQ8fBJe1f3dnh4M76afYM2kFqn8KWJQ,19408592387970652945752,"0xeccdf8231326a9c5aad32df76a633aaa4c49b104, 0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0xedca8740873152ff30a2696add66d1ab41882beb","100%, 100%, 23%, 93%",4,846905,30,4,2,3,100.0%
Cwefn7yHSbLw9CqRBRxTyNca9RfErW2Ykimze4rRVcvf,QmTCeWsn3ibPr7Cp448ft8psuJcgcHg9mWdmqtnRnZj1en,0,None,None,0,0,0,0,0,0,0%
Cwefn7yHSbLw9CqRBRxTyNca9RfErW2Ykimze4rRVcvf,QmRYDoEZCS7N2ar56RihrTcbWyieHtwfNvTgLJgUVnboxg,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,100%,1,16445,30,1,1,1,100.0%
Cwefn7yHSbLw9CqRBRxTyNca9RfErW2Ykimze4rRVcvf,QmaxVn3okpNPW4siiuRTXrP6LiaKvYRfgZPN1cD2YwfKuF,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,100%,1,88254,30,1,1,1,100.0%
DC8eAnu4QNLcWGBNkGNwcFPGXHhdzVEzBMNVMhCw8hHD,QmfFZ4MqRGzcz2WVrHjYnAJXVi68N5JaRv9EtUkduaM8Wj,4963935164445238373231,"0xfc842f81490dcb37e82d416b2d28327dfb24ba9a, 0xf92f430dd8567b0d466358c79594ab58d919a6d4","100%, 99%",2,61077,30,2,2,2,100.0%
DHycyhfowfnfdxu7PNQGtzqfHUb8bzgVbgYdSxKFFULX,QmRzDq76frbJr88N195E66H9aXK3E8bYyRSb2cXWeEEzWn,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,99%,1,4,30,1,1,1,99.0%
DNpAcM1JJKHvy1WoRsHRwnAeJqM24PcqvZt1rZUgkq4i,QmbTmTRCBQBxmePArDUgnR8XoRu5mhX7qaDjVQGwm6FWKR,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,77%,1,7,30,1,1,0,77.0%
DTNjoPNU1TiDk1oHVmhz3rBcBbPJjPSqBtg52pRfpH71,QmX1t2KitqyHqdqgXXP5mNeypGjhrzUJ9qaYyZZAdEqC4G,0,None,None,0,0,0,0,0,0,0%
EHktkaDjaqgP39cpmT4F5bnNaeXddA7xUJ21r4qrrZR3,QmUxUBhNFNWgR6fzLQoSV83LL4MfSSMSy2WcG8mJ9th3sQ,0,"0x1b7e0068ca1d7929c8c56408d766e1510e54d98d, 0x9082f497bdc512d08ffde50d6fce28e72c2addcf","100%, 100%",2,596653,30,2,2,2,100.0%
ENUvnEYFET1LBjw6yDe9c9FwUpYjrrbCfvd6YHgmYzLB,QmeSjN8NkVy74y3QiKdtKSFQooi7Y7nM7z4AmyoDLgZ5Ve,4950181451339150984589,"0x0058223c6617cca7ce76fc929ec9724cd43d4542, 0x2f09092aacd80196fc984908c5a9a7ab3ee4f1ce, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0xe13840a2e92e0cb17a246609b432d0fa2e418774, 0xf00f7157fa8fd0420b87956d46058a16b2f23adc","100%, 100%, 99%, 99%, 100%",5,1999,30,5,5,5,100.0%
EXBcAqmvQi6VAnE9X4MNK83LPeA6c1PsGskffbmThoeK,QmbsvWwE69uV2skDmF5sAkxhRdRftrqJFMWied1VBb2s8d,2128787730443658185,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,99%,1,43525,30,1,1,1,99.0%
G5MUbSBM7Nsrm9tH2tGQUiAF4SZDGf2qeo1xPLYjKr7K,QmaK5sUZwg7CBrxSmEgzgaD6uafQH8RxVRP4dAkPK5JXru,8306501806966155285590,"0xdec965f0604125be05cd8a136c85d02ef344d61a, 0x3f74870f80ff7449fe4c6ff257da5fa72734c970, 0xe13840a2e92e0cb17a246609b432d0fa2e418774, 0x6f3ce93a09f30f18d728d2364268b5fe9444b89e, 0xaa988dcb035518bc0e20082a3148a5d3dfd1776d, 0x326c584e0f0eab1f1f83c93cc6ae1acc0feba0bc, 0xdeb712db301285ed483ef9e02dd08a1980f273f1, 0xf92f430dd8567b0d466358c79594ab58d919a6d4","100%, 63%, N/A, N/A, N/A, N/A, N/A, N/A",8,8615367,30,2,1,2,100.0%
GENunSHWLBXm59mBSgPzQ8metBEp9YDfdqwFr91Av1UM,QmQ7r2fVYMGHdrM5EVBPP72JjBA7xs88Y8upJzuXAUEczL,0,None,None,0,0,0,0,0,0,0%
GENunSHWLBXm59mBSgPzQ8metBEp9YDfdqwFr91Av1UM,QmasYjypV6nTLp4iNH4Vjf7fksRNxAkAskqDdKf2DCsQkV,29951907058374587754115,"0xfeff9093f6b32d0e5cddba743b06a1fedb87c004, 0x7bb834017672b1135466661d8dd69c5dd0b3bf51, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0x920fdeb00ee04dd72f62d8a8f80f13c82ef76c1e, 0xedca8740873152ff30a2696add66d1ab41882beb, 0x1b7e0068ca1d7929c8c56408d766e1510e54d98d, 0xe13840a2e92e0cb17a246609b432d0fa2e418774","99%, 99%, 99%, 98%, 99%, 95%, 99%",7,39317339,30,7,6,6,99.0%
GPm81PyNJkSx8oiQFm1UppW4tBHHXtNhNQQfhUmC4f54,QmWjKNumtifvt5SizvjHHE8wA4R1qZU7ziG9jbnNBc4nkL,0,None,None,0,0,0,0,0,0,0%
GPm81PyNJkSx8oiQFm1UppW4tBHHXtNhNQQfhUmC4f54,QmVu1bm1cymnMJHTgZGCH6G5eVu5EWCP85UY8UPSLVs16u,3842305596631820710478,"0xf00f7157fa8fd0420b87956d46058a16b2f23adc, 0x3f74870f80ff7449fe4c6ff257da5fa72734c970, 0x2f09092aacd80196fc984908c5a9a7ab3ee4f1ce, 0xdec965f0604125be05cd8a136c85d02ef344d61a, 0xe13840a2e92e0cb17a246609b432d0fa2e418774, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0xaa988dcb035518bc0e20082a3148a5d3dfd1776d, 0xedca8740873152ff30a2696add66d1ab41882beb, 0xdeb712db301285ed483ef9e02dd08a1980f273f1, 0x6f3ce93a09f30f18d728d2364268b5fe9444b89e","100%, 100%, 99%, 99%, N/A, 99%, N/A, N/A, N/A, N/A",10,2873836,30,5,5,5,100.0%
GaApRV2cmGYke3zioYHEkRZGrXxuwVftyoysDv2ZUVai,QmS4MsW21egG6wh2hpvV6KEguMKcWhCyREuuHJjc5zat9W,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,99%,1,0,0,1,1,1,99.0%
GaApRV2cmGYke3zioYHEkRZGrXxuwVftyoysDv2ZUVai,QmT3ScrDJo7GH7m8KZiadW5ZdQLBP6hjyLSEwnYvHTuDdy,0,None,None,0,0,0,0,0,0,0%
GaApRV2cmGYke3zioYHEkRZGrXxuwVftyoysDv2ZUVai,QmQs2nXe9B5DVB3krk6ihc5tbVxKAjX2xoEFSfPq37qaqA,0,None,None,0,0,0,0,0,0,0%
GaApRV2cmGYke3zioYHEkRZGrXxuwVftyoysDv2ZUVai,QmT8EmzW7fD6TFdgFNs38bkm7X5R8tgawnsLv3hRPXaK2R,0,None,None,0,0,0,0,0,0,0%
GaApRV2cmGYke3zioYHEkRZGrXxuwVftyoysDv2ZUVai,QmXj8vd1Rq1LGNVNKK6BWR5RWHoY6y1Apgrms91eobsy5i,0,None,None,0,0,0,0,0,0,0%
GaApRV2cmGYke3zioYHEkRZGrXxuwVftyoysDv2ZUVai,QmVSaMw6Vj77HxhG3JNrXmDs3efvR6Q6N5MhQNvEUsmP6D,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,100%,1,0,0,1,1,1,100.0%
GaApRV2cmGYke3zioYHEkRZGrXxuwVftyoysDv2ZUVai,QmcUEqk2G48RigtgcZy7uS57Vpa5yJbbcjEE172dYoi555,0,None,None,0,0,0,0,0,0,0%
GaApRV2cmGYke3zioYHEkRZGrXxuwVftyoysDv2ZUVai,Qmb8pLxniKrhNf2rp8aQsjT98xmgjPzwanqqzsGwV4bxZV,958020153306605722145,"0x35917c0eb91d2e21bef40940d028940484230c06, 0x7bb834017672b1135466661d8dd69c5dd0b3bf51, 0xf92f430dd8567b0d466358c79594ab58d919a6d4","99%, 100%, 100%",3,79378,30,3,3,3,100.0%
GcDDLJEtTNdeUi72naM6izzQYajDLUDDdDr8iXwitf7v,QmRbn71wTNK3PmEb62wUK4G1XmKN14ZbHeTgi5JubL7evA,10886431373401058210635,"0x9da1017766bfeb2835db4f811516eea68996538b, 0xa181d0f242b3730f8a244cc94eda05faf17a43e8, 0xe13840a2e92e0cb17a246609b432d0fa2e418774, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d, 0x0fd8fd1dc8162148cb9413062fe6c6b144335dbf, 0xfeff9093f6b32d0e5cddba743b06a1fedb87c004, 0x920fdeb00ee04dd72f62d8a8f80f13c82ef76c1e, 0x2f09092aacd80196fc984908c5a9a7ab3ee4f1ce, 0xdecba5154aab37ae5e381a19f804f3af4d1bcbb5, 0x7bb834017672b1135466661d8dd69c5dd0b3bf51, 0x1b7e0068ca1d7929c8c56408d766e1510e54d98d, 0xedca8740873152ff30a2696add66d1ab41882beb, 0x35917c0eb91d2e21bef40940d028940484230c06","100%, 99%, 99%, 99%, 100%, 99%, 99%, 98%, 99%, 100%, 100%, 100%, 100%, 99%",14,29555291,30,14,14,13,100.0%
GqzP4Xaehti8KSfQmv3ZctFSjnSUYZ4En5NRsiTbvZpz,QmTTXzn6iBcAX2Z72yJw6e64yfCX6c5HcTpKaRacfTLa7g,0,None,None,0,0,0,0,0,0,0%
GqzP4Xaehti8KSfQmv3ZctFSjnSUYZ4En5NRsiTbvZpz,QmVeyHjXivX8mY7bzWdbHDyA5z9ojgJdTu6uwFJsJvUzYR,34917742383820183994200,"0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0xedca8740873152ff30a2696add66d1ab41882beb","76%, 81%, 76%",3,783547,30,3,2,2,81.0%
HMcqgvDY6f4MpnRSJqUUsBPHePj8Hq3AxiDBfDUrWs15,QmPZWGqgbPVDBAkjJ2BCRT7S7GuMRaHWwszCgQNqALJiFW,990000000000000000,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,97%,1,0,0,1,1,0,97.0%
HMcqgvDY6f4MpnRSJqUUsBPHePj8Hq3AxiDBfDUrWs15,QmQob1PdrSQ4fUz4Lg93wMUmPek3mBKYdB7nPUbqSJ5jfj,12086949427169185782089,"0x326c584e0f0eab1f1f83c93cc6ae1acc0feba0bc, 0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491, 0x3f74870f80ff7449fe4c6ff257da5fa72734c970, 0x6f3ce93a09f30f18d728d2364268b5fe9444b89e, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0xdeb712db301285ed483ef9e02dd08a1980f273f1, 0xaa988dcb035518bc0e20082a3148a5d3dfd1776d, 0xdec965f0604125be05cd8a136c85d02ef344d61a, 0x7bb834017672b1135466661d8dd69c5dd0b3bf51, 0xedca8740873152ff30a2696add66d1ab41882beb","99%, 100%, 100%, N/A, N/A, N/A, 85%, N/A, N/A, N/A",10,4797584,30,4,4,2,100.0%
J42yJrC3wPGkr79r7MmKUHvCSN9JBdtYyWAfJr49AJfE,QmYd6n4jxpid6zim3kkQ3WL5ecDb87QCZMup48bk2ZmRqD,5616590115279596673804,"0xedca8740873152ff30a2696add66d1ab41882beb, 0xe13840a2e92e0cb17a246609b432d0fa2e418774, 0xdecba5154aab37ae5e381a19f804f3af4d1bcbb5, 0x35917c0eb91d2e21bef40940d028940484230c06, 0x920fdeb00ee04dd72f62d8a8f80f13c82ef76c1e, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0x4e5c87772c29381bcabc58c3f182b6633b5a274a, 0x1b7e0068ca1d7929c8c56408d766e1510e54d98d, 0x7bb834017672b1135466661d8dd69c5dd0b3bf51, 0xfeff9093f6b32d0e5cddba743b06a1fedb87c004","100%, 100%, 100%, 99%, 100%, 99%, 100%, 99%, 100%, 99%",10,7531650,30,10,10,9,100.0%
J8e3FPp5ixbWhk6bosKZkyMzynszpzvHKMd3kLmKZEYn,QmVfjqaZ3yZRgDAAqXrxzzd1A2DACMJjN8T729jyMU4csG,0,None,None,0,0,0,0,0,0,0%
J8e3FPp5ixbWhk6bosKZkyMzynszpzvHKMd3kLmKZEYn,QmVbLuED7mepjRSMFPav5CosYfSXu7ZCqt8gRRcX3cwMNA,0,None,None,0,0,0,0,0,0,0%
J8e3FPp5ixbWhk6bosKZkyMzynszpzvHKMd3kLmKZEYn,QmZu946JYcYo4s3wamCyhKUu9E6sjpVAWG7jZx25WF7JQa,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,63%,1,0,0,1,0,0,63.0%
J8e3FPp5ixbWhk6bosKZkyMzynszpzvHKMd3kLmKZEYn,QmQvRciTvcduf8Q27FrmnGJM2QKG8feQ4CXRxmJ846LKHb,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,63%,1,0,0,1,0,0,63.0%
J8e3FPp5ixbWhk6bosKZkyMzynszpzvHKMd3kLmKZEYn,Qme137aNvH1zE5doBKpxi4fE3PeiGPgRC8oCnncsDHHyU9,0,None,None,0,0,0,0,0,0,0%
J8e3FPp5ixbWhk6bosKZkyMzynszpzvHKMd3kLmKZEYn,QmcdRunXPxaUbyLcPok6PqbfMUU5zbshWGMBTZzMvEjVYG,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,99%,1,0,0,1,1,1,99.0%
J8e3FPp5ixbWhk6bosKZkyMzynszpzvHKMd3kLmKZEYn,Qmf2eRZEmg9BYo98bGVdg4MEFSuohajYT5WWjkb8wsicmA,0,0xbdfb5ee5a2abf4fc7bb1bd1221067aef7f9de491,99%,1,0,0,1,1,1,99.0%
J8e3FPp5ixbWhk6bosKZkyMzynszpzvHKMd3kLmKZEYn,QmQFHpwKF1ucUDx18dSsxbtasrir3y4AVEmoWdx4omsomz,1435757556013696878109,"0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0x7bb834017672b1135466661d8dd69c5dd0b3bf51, 0x3e1536fc83cd5bed83a521a26034ff3e59c6a7c4, 0x35917c0eb91d2e21bef40940d028940484230c06","99%, 100%, 100%, 99%",4,79387,30,4,4,4,100.0%
URCsppYRN4PWXcSCftjmsb3bguKEDG4SZbJFuKLZcyC,QmPb43N1Hbc3vaSr9hoLmATs14aK9iPk5erhDsjQxrE1Bu,19775123927411466605243,"0xdeb712db301285ed483ef9e02dd08a1980f273f1, 0xedca8740873152ff30a2696add66d1ab41882beb, 0x9da1017766bfeb2835db4f811516eea68996538b, 0x6f3ce93a09f30f18d728d2364268b5fe9444b89e, 0xf92f430dd8567b0d466358c79594ab58d919a6d4, 0xdec965f0604125be05cd8a136c85d02ef344d61a, 0x7bb834017672b1135466661d8dd69c5dd0b3bf51, 0xaa988dcb035518bc0e20082a3148a5d3dfd1776d, 0x3f74870f80ff7449fe4c6ff257da5fa72734c970, 0x326c584e0f0eab1f1f83c93cc6ae1acc0feba0bc","100%, 99%, 99%, N/A, N/A, 99%, N/A, N/A, N/A, N/A",10,1010959,30,4,4,4,100.0%
